IRN,DISTRICT,COUNTY,FY95,FY96,FY97,FY98,FY99,FY00,FY01,FY02,FY03,FY04,FY05,FY06,FY07,FY08,FY09,FY10,FY11,FY12
050641,North Central Local SD,Williams,"4,551","5,126","5,439","5,339","6,013","6,361","6,746","7,509","8,114","8,795","8,540","9,480","9,330","9,673","10,082","10,958","11,270","11,168"
050658,Stryker Local SD,Williams,"5,157","5,199","5,643","5,717","6,110","6,090","6,444","7,021","7,617","7,600","7,485","8,728","7,526","7,792","8,501","8,882","9,726","9,468"
050674,Eastwood Local SD,Wood,"5,452","5,527","5,722","5,270","5,919","6,269","6,758","7,204","7,323","7,272","8,265","8,414","8,749","8,871","9,235","9,811","7,969","7,907"
050682,Elmwood Local SD,Wood,"5,157","5,036","5,342","5,709","5,759","6,250","6,222","6,762","6,609","7,443","7,727","8,560","8,758","8,869","8,832","9,296","8,455","8,600"
050690,Lake Local SD,Wood,"5,413","5,874","5,690","5,689","6,162","6,355","6,599","6,460","6,790","7,429","6,824","6,720","7,429","8,446","7,798","8,357","9,092","8,526"
050708,North Baltimore Local SD,Wood,"4,198","4,334","4,655","5,105","6,261","6,469","9,025","9,444","7,504","8,117","8,319","8,946","9,518","10,425","10,466","12,487","9,674","9,147"
050716,Northwood Local SD,Wood,"5,256","5,873","5,957","6,086","6,844","7,180","8,296","8,003","8,123","8,629","9,151","9,076","9,597","9,587","8,206","8,167","8,723","9,239"
050724,Otsego Local SD,Wood,"4,567","4,976","5,455","5,617","6,092","6,395","6,997","7,212","7,519","7,332","7,837","8,123","8,413","8,842","8,256","8,082","8,183","8,529"
050740,Mohawk Local SD,Wyandot,"4,871","5,037","5,608","5,384","5,903","6,000","6,720","6,790","7,035","7,727","8,139","8,169","8,270","8,861","7,947","9,567","9,363","9,344"
061903,Ohio Valley Local SD,Adams,"4,885","4,987","5,590","5,926","5,873","6,399","6,998","7,681","7,460","8,092","8,438","8,577","9,265","9,582","9,809","10,564","10,262","9,153"
064964,College Corner Local SD,Preble,"4,214","1,811","2,072","1,691","2,893",830,"3,337","2,044","1,514","1,704","3,127","2,234","3,777","4,612","4,324","3,662","4,616","3,815"
065680,Gallia County Local SD,Gallia,"4,403","4,607","5,042","5,129","5,819","6,254","6,808","7,202","7,550","8,243","8,687","9,177","9,012","9,137","9,545","9,709","9,665","9,997"
069682,East Guernsey Local SD,Guernsey,"4,699","4,987","5,419","5,130","5,748","6,081","7,067","7,257","7,847","8,184","8,712","8,230","7,584","8,013","8,454","8,727","9,126","9,212"
091397,Tri-County North Local SD,Preble,"4,123","4,475","5,032","5,020","5,558","5,476","5,994","6,804","6,963","7,274","7,834","8,414","8,962","9,197","9,296","9,505","10,297","10,143"
139303,Monroe Local SD,Butler,0,0,0,0,0,0,"7,360","8,583","9,455","9,981","10,352","9,586","7,791","8,302","8,582","8,752","8,778","8,558"
